dataset,query_id,observation_count,ndcg@10_delta,mrr@10_delta
nfcorpus,PLAIN-291,9,-0.02208474115146301,0.0
nfcorpus,PLAIN-2920,9,0.0,0.0
nfcorpus,PLAIN-2930,6,0.0,0.0
nfcorpus,PLAIN-2940,3,0.0,0.0
nfcorpus,PLAIN-2950,6,0.0,0.0
nfcorpus,PLAIN-2960,3,0.0,0.0
nfcorpus,PLAIN-2970,3,0.0,0.0
nfcorpus,PLAIN-2991,9,0.0,0.0
nfcorpus,PLAIN-3001,3,0.0,0.0
nfcorpus,PLAIN-3026,3,0.0,0.0
nfcorpus,PLAIN-3037,9,0.0,0.0
nfcorpus,PLAIN-3053,6,0.0,0.0
nfcorpus,PLAIN-3063,3,0.0,0.0
nfcorpus,PLAIN-307,9,-0.0626851288547925,0.0
nfcorpus,PLAIN-3074,12,-0.3690702464285426,-0.5
nfcorpus,PLAIN-3085,3,0.021979469806281016,0.04999999999999999
nfcorpus,PLAIN-3097,3,0.0,0.0
nfcorpus,PLAIN-3131,9,0.0,0.0
nfcorpus,PLAIN-3141,3,-0.03282806092460171,-0.03333333333333333
nfcorpus,PLAIN-3161,3,-0.005366548500487049,0.0
nfcorpus,PLAIN-3171,6,-0.0015197450578130118,-0.0059523809523809494
nfcorpus,PLAIN-3181,3,-0.0010589994941294135,-0.004629629629629632
nfcorpus,PLAIN-320,9,0.0,0.0
nfcorpus,PLAIN-3201,6,0.0,0.0
nfcorpus,PLAIN-3211,3,0.0,0.0
nfcorpus,PLAIN-3221,3,0.0,0.0
nfcorpus,PLAIN-3231,3,0.0,0.0
nfcorpus,PLAIN-3241,6,0.0,0.0
nfcorpus,PLAIN-3251,3,0.01472515753698538,0.0
nfcorpus,PLAIN-3271,3,0.0,0.0
nfcorpus,PLAIN-3281,6,0.001232894002484497,0.0
nfcorpus,PLAIN-33,6,-0.023062928964042207,0.0
nfcorpus,PLAIN-3312,6,0.010718718141935424,0.0
nfcorpus,PLAIN-332,12,0.0,0.0
nfcorpus,PLAIN-3322,6,-0.042413858799301145,0.0
nfcorpus,PLAIN-3332,9,0.0005556957544038029,0.0
nfcorpus,PLAIN-3352,6,0.05224582606518829,0.08888888888888889
nfcorpus,PLAIN-3362,6,0.0,0.0
nfcorpus,PLAIN-3372,6,0.0,0.0
nfcorpus,PLAIN-3382,3,0.005614529048063255,0.0
nfcorpus,PLAIN-3392,9,0.0,0.0
nfcorpus,PLAIN-3402,3,0.0,0.0
nfcorpus,PLAIN-3432,6,-0.016390095390875437,0.0
nfcorpus,PLAIN-344,3,-0.003273385986774832,0.0
nfcorpus,PLAIN-3442,9,0.0,0.0
nfcorpus,PLAIN-3452,6,0.0,0.0
nfcorpus,PLAIN-3462,6,0.0,0.0
nfcorpus,PLAIN-3472,6,0.0,0.0
nfcorpus,PLAIN-358,12,0.0,0.0
nfcorpus,PLAIN-371,6,0.0,0.0
nfcorpus,PLAIN-383,3,0.0,0.0
nfcorpus,PLAIN-395,3,0.0,0.0
nfcorpus,PLAIN-407,3,0.0,0.0
nfcorpus,PLAIN-418,3,0.20531318502495266,0.5
nfcorpus,PLAIN-430,3,-0.005441958041861761,0.0
nfcorpus,PLAIN-44,6,0.011089591142952689,0.0462962962962963
nfcorpus,PLAIN-441,3,-0.031030595339253193,0.0
nfcorpus,PLAIN-457,3,0.0,0.0
nfcorpus,PLAIN-468,3,0.0,0.0
nfcorpus,PLAIN-478,9,0.0,0.0
nfcorpus,PLAIN-488,6,0.0,0.0
nfcorpus,PLAIN-499,3,-0.004626849674686813,0.0
nfcorpus,PLAIN-520,6,0.0,0.0
nfcorpus,PLAIN-531,6,0.05506637024906661,0.05555555555555556
nfcorpus,PLAIN-541,9,-0.030314440361546468,-0.1388888888888889
nfcorpus,PLAIN-551,9,0.0,0.0
nfcorpus,PLAIN-56,12,-0.0012864940866677739,0.0
nfcorpus,PLAIN-561,6,0.0,0.0
nfcorpus,PLAIN-571,9,0.0,0.0
nfcorpus,PLAIN-583,12,0.0,0.0
nfcorpus,PLAIN-593,6,0.0,0.0
nfcorpus,PLAIN-603,9,0.0,0.0
nfcorpus,PLAIN-613,3,0.0,0.0
nfcorpus,PLAIN-634,6,0.0,0.0
nfcorpus,PLAIN-645,3,0.0,0.0
nfcorpus,PLAIN-660,3,0.0,0.0
nfcorpus,PLAIN-671,6,0.0,0.0
nfcorpus,PLAIN-68,3,-0.018866054311596565,0.0
nfcorpus,PLAIN-681,9,0.0,0.0
nfcorpus,PLAIN-691,6,0.0,0.0
nfcorpus,PLAIN-701,6,0.0,0.0
nfcorpus,PLAIN-711,3,0.0,0.0
nfcorpus,PLAIN-721,3,0.0,0.0
nfcorpus,PLAIN-731,3,0.006430164485286512,0.0
nfcorpus,PLAIN-741,9,0.00896704704189799,0.0
nfcorpus,PLAIN-751,3,0.0,0.0
nfcorpus,PLAIN-761,6,0.0,0.0
nfcorpus,PLAIN-771,6,0.0,0.0
nfcorpus,PLAIN-78,3,0.0,0.0
nfcorpus,PLAIN-782,3,0.0,0.0
nfcorpus,PLAIN-792,6,0.0,0.0
nfcorpus,PLAIN-817,6,0.0,0.0
nfcorpus,PLAIN-872,6,0.0,0.0
nfcorpus,PLAIN-882,9,0.0,0.0
nfcorpus,PLAIN-892,9,0.0,0.0
nfcorpus,PLAIN-902,3,0.0511123637446792,0.0
nfcorpus,PLAIN-91,3,0.0241781676919631,0.0
nfcorpus,PLAIN-924,6,0.0,0.0
nfcorpus,PLAIN-934,6,-0.005973488344801307,0.0
nfcorpus,PLAIN-946,6,0.0,0.0
nfcorpus,PLAIN-956,6,0.0,0.0
nfcorpus,PLAIN-966,9,-0.14126697285982898,-0.1111111111111111
scifact,1,3,0.0,0.0
scifact,100,3,0.0,0.0
scifact,1012,3,0.0,0.0
scifact,1014,3,0.0,0.0
scifact,1019,6,0.0,0.0
scifact,1020,6,0.0,0.0
scifact,1021,6,0.0,0.0
scifact,1024,6,0.0,0.0
scifact,1029,3,0.0,0.0
scifact,1049,3,0.0,0.0
scifact,1062,12,0.0,0.0
scifact,1086,3,0.0,0.0
scifact,1088,6,0.0,0.0
scifact,1089,9,0.0,0.0
scifact,1099,9,0.0,0.0
scifact,1100,6,0.0,0.0
scifact,1104,6,0.0,0.0
scifact,1107,6,0.0,0.0
scifact,1121,3,0.36907024642854247,0.5
scifact,113,3,0.0,0.0
scifact,1130,6,0.0,0.0
scifact,1140,3,0.0,0.0
scifact,1144,6,0.0,0.0
scifact,1146,3,0.0,0.0
scifact,115,3,0.0,0.0
scifact,1163,9,0.0,0.0
scifact,1175,6,0.0,0.0
scifact,1179,6,0.007624617924896289,0.007936507936507936
scifact,118,3,0.0,0.0
scifact,1180,3,0.0,0.0
scifact,1187,3,0.0,0.0
scifact,1191,6,0.0,0.0
scifact,1194,3,0.0,0.0
scifact,1199,12,0.0,0.0
scifact,1200,6,0.0,0.0
scifact,1202,3,0.0,0.0
scifact,1204,6,0.0,0.0
scifact,1207,6,0.0,0.0
scifact,1213,9,0.0,0.0
scifact,1216,6,0.0,0.0
scifact,1221,3,0.0,0.0
scifact,1225,3,0.0,0.0
scifact,1226,6,0.0,0.0
scifact,1232,6,0.0,0.0
scifact,124,9,0.0,0.0
scifact,1245,6,0.0,0.0
scifact,1262,3,0.0,0.0
scifact,1266,3,-0.01953692228996599,-0.019841269841269837
scifact,127,3,0.36907024642854247,0.5
scifact,1270,6,0.0,0.0
scifact,1271,6,0.0,0.0
scifact,1272,3,0.0,0.0
scifact,1273,6,0.0,0.0
scifact,1274,3,-0.010734212958616762,0.0
scifact,1278,3,0.0,0.0
scifact,1279,3,0.0,0.0
scifact,128,6,0.0,0.0
scifact,1280,3,0.0,0.0
scifact,1281,9,0.0,0.0
scifact,1282,6,0.0,0.0
scifact,129,3,0.0,0.0
scifact,1290,12,0.0,0.0
scifact,1292,6,0.0,0.0
scifact,1298,3,0.0,0.0
scifact,130,3,0.0,0.0
scifact,1316,12,0.0,0.0
scifact,1319,6,0.0,0.0
scifact,132,9,0.0,0.0
scifact,1320,3,0.0,0.0
scifact,133,9,-0.002846005988901575,0.0
scifact,1332,3,0.0,0.0
scifact,1335,6,0.0,0.0
scifact,1336,9,0.0,0.0
scifact,1337,6,0.0,0.0
scifact,1339,9,0.0,0.0
scifact,1344,3,-0.04364325119048584,-0.05555555555555556
scifact,1352,12,0.0,0.0
scifact,1359,6,0.0,0.0
scifact,1362,6,0.0,0.0
scifact,1363,6,0.0,0.0
scifact,137,9,0.0,0.0
scifact,1370,3,0.0,0.0
scifact,1379,3,-0.013678265159123773,0.0
scifact,1382,3,0.0,0.0
scifact,1389,3,0.0,0.0
scifact,1395,3,-0.24604683095236166,-0.3333333333333333
scifact,141,6,0.08027921085181244,0.0
scifact,142,3,0.0,0.0
scifact,143,3,0.0,0.0
scifact,146,6,0.0,0.0
scifact,148,9,0.0,0.0
scifact,163,6,0.0,0.0
scifact,171,6,0.0,0.0
scifact,179,6,0.0,0.0
scifact,180,9,0.0,0.0
scifact,183,6,0.0,0.0
scifact,185,9,0.0,0.0
scifact,198,6,0.36907024642854247,0.5
scifact,208,6,0.0,0.0
scifact,212,6,-0.20025319549806447,-0.25
scifact,216,6,0.0,0.0
scifact,217,3,0.0,0.0
scifact,218,3,0.0,0.0
scifact,219,15,0.0,0.0
scifact,230,6,0.0,0.0
scifact,232,12,0.0,0.0
scifact,233,3,0.0,0.0
scifact,236,6,0.0,0.0
scifact,237,6,0.0,0.0
scifact,238,3,0.0,0.0
scifact,239,6,0.0,0.0
scifact,248,6,0.0,0.0
scifact,249,12,0.0,0.0
scifact,261,6,0.0,0.0
scifact,268,9,0.0,0.0
scifact,269,6,0.0,0.0
scifact,274,6,0.0,0.0
scifact,275,9,0.0047937791903834666,0.0
scifact,279,6,0.0,0.0
scifact,294,3,0.0,0.0
scifact,295,3,0.0,0.0
scifact,298,9,0.0,0.0
scifact,3,6,0.0,0.0
scifact,300,3,0.0,0.0
scifact,303,3,0.0,0.0
scifact,312,6,0.0,0.0
scifact,314,3,0.003988389782031106,0.0037037037037037
scifact,324,6,0.0,0.0
scifact,327,9,0.0,0.0
scifact,343,6,0.03208209780557588,0.0
scifact,350,3,0.0,0.0
scifact,36,9,0.0,0.0
scifact,362,6,0.0,0.0
scifact,380,12,0.0,0.0
scifact,384,3,-0.004811627040582522,-0.004629629629629632
scifact,385,3,0.0,0.0
scifact,386,3,0.0,0.0
scifact,388,6,0.0,0.0
scifact,399,6,0.0,0.0
scifact,411,6,0.0,0.0
scifact,415,3,0.10034333188799373,0.037037037037037035
scifact,42,6,0.0,0.0
scifact,421,6,0.0,0.0
scifact,431,3,0.0,0.0
scifact,436,9,0.0,0.0
scifact,437,6,0.0,0.0
scifact,440,3,0.0,0.0
scifact,443,3,0.0,0.0
scifact,452,6,0.0,0.0
scifact,475,3,0.0,0.0
scifact,478,6,0.0,0.0
scifact,48,3,-0.14754724247316212,-0.08703703703703704
scifact,49,6,0.0,0.0
scifact,491,6,0.0,0.0
scifact,5,3,0.0,0.0
scifact,50,3,0.0,0.0
scifact,502,3,0.0,0.0
scifact,508,6,0.0,0.0
scifact,51,9,0.0,0.0
scifact,513,6,0.0,0.0
scifact,514,9,0.0,0.0
scifact,516,6,0.0,0.0
scifact,517,6,0.0,0.0
scifact,521,12,0.0,0.0
scifact,525,3,0.0,0.0
scifact,527,3,0.11946275608149827,0.06111111111111111
scifact,528,6,-0.06253885457694308,-0.07222222222222222
scifact,53,3,0.0,0.0
scifact,532,6,0.0,0.0
scifact,533,12,0.0,0.0
scifact,535,6,0.0,0.0
scifact,539,6,0.0,0.0
scifact,54,9,-0.044268507015445435,-0.042857142857142844
scifact,540,6,0.08027921085181244,0.16666666666666669
scifact,544,6,0.029215833892567617,0.033333333333333326
scifact,549,3,0.0,0.0
scifact,551,9,0.0,0.0
scifact,552,9,0.0,0.0
scifact,56,6,0.0,0.0
scifact,560,6,0.0,0.0
scifact,569,6,-0.36907024642854247,-0.5
scifact,57,12,0.0,0.0
scifact,575,3,0.0,0.0
scifact,578,3,0.0,0.0
scifact,587,9,0.0,0.0
scifact,589,3,0.0,0.0
scifact,598,12,0.0,0.0
scifact,613,9,0.0,0.0
scifact,623,9,0.0,0.0
scifact,628,9,0.0,0.0
scifact,637,6,0.0,0.0
scifact,641,3,0.0029502356125675755,0.0
scifact,644,6,0.0,0.0
scifact,649,3,0.0,0.0
scifact,660,3,-0.09635494210596263,-0.03333333333333333
scifact,674,6,0.0,0.0
scifact,684,3,0.0,0.0
scifact,690,3,0.0,0.0
scifact,691,9,0.0,0.0
scifact,692,12,0.0,0.0
scifact,693,3,0.0,0.0
scifact,70,6,0.0,0.0
scifact,700,6,-0.10515495892857625,-0.041666666666666664
scifact,715,6,0.0,0.0
scifact,716,6,0.0,0.0
scifact,718,3,0.36907024642854247,0.5
scifact,72,3,0.0,0.0
scifact,721,6,0.0,0.0
scifact,723,9,0.0,0.0
scifact,727,6,0.0,0.0
scifact,728,6,0.0,0.0
scifact,729,9,0.0,0.0
scifact,742,6,0.0,0.0
scifact,743,6,0.0,0.0
scifact,744,3,0.0,0.0
scifact,75,6,0.0,0.0
scifact,759,3,0.0,0.0
scifact,768,6,0.0,0.0
scifact,770,3,0.0,0.0
scifact,775,3,0.0,0.0
scifact,781,3,0.0,0.0
scifact,784,6,0.0,0.0
scifact,785,6,0.0,0.0
scifact,793,3,0.0,0.0
scifact,800,3,0.0,0.0
scifact,805,12,0.0,0.0
scifact,808,3,0.0,0.0
scifact,811,6,0.0,0.0
scifact,814,6,0.0,0.0
scifact,820,6,0.06041402653336462,0.06613756613756615
scifact,821,3,0.06082354489735511,0.0722222222222222
scifact,823,3,0.0,0.0
scifact,830,6,0.0,0.0
scifact,831,6,0.0,0.0
scifact,832,3,0.0,0.0
scifact,834,9,0.0,0.0
scifact,837,6,0.0,0.0
scifact,839,6,0.0,0.0
scifact,845,9,0.0,0.0
scifact,847,3,0.0,0.0
scifact,852,9,0.0,0.0
scifact,859,6,0.0,0.0
scifact,870,3,0.0,0.0
scifact,879,3,0.0,0.0
scifact,880,6,0.0,0.0
scifact,882,9,0.0,0.0
scifact,887,6,0.0,0.0
scifact,904,6,0.0,0.0
scifact,907,6,0.0,0.0
scifact,913,6,0.0,0.0
scifact,914,3,0.0,0.0
scifact,921,3,0.0,0.0
scifact,922,6,0.0,0.0
scifact,936,9,0.0,0.0
scifact,94,3,-0.00595615218253485,-0.0059523809523809494
scifact,956,3,0.0,0.0
scifact,957,9,0.0,0.0
scifact,960,6,0.0,0.0
scifact,967,3,0.08027921085181244,0.0
scifact,971,9,-0.0069754889603356185,0.0
scifact,975,3,0.0,0.0
scifact,982,9,0.0,0.0
scifact,985,3,0.0,0.0
scifact,993,3,0.0,0.0
